,0,1,2,3,4,5,6,7,8,9
0,0.43058051381678114,-0.01297850977848185,0.008664152906811013,-0.44349219528773537,-0.4695350376992028,-0.23459552179908733,-0.44443874232715747,0.0158991762146838,-0.4360079830525654,-0.23428652093866795
1,0.0011251209640725922,-0.0015720883803743632,-0.001581452962247042,-0.00079290280903606,0.0015028329153746402,-0.051387512912993295,-0.000391596215694855,-1.5046433887381852e-05,-0.00798147195584353,1.3077202586408894
2,0.006598463238328958,-0.00851089505242937,-4.100982775332768,-0.012913887163199207,-0.012448623754385898,-0.019305363576600194,-0.0112554061840511,0.0022456315622402237,-0.008057234066146104,-0.024062271515885678
3,0.025681198361096353,-0.021078045073272114,-0.007116278103104598,1.184365540528365,-0.021030826501285026,-0.06619103111828799,-0.026186368556019347,0.01091961188046879,0.010951574743187273,-0.1005434438200417
4,-0.29162459449043965,-0.017441309804987506,0.02672780045015115,-0.008692922540894342,-0.002069667214749552,-0.005308440898069988,-0.0017684205520102775,0.297126986508773,0.012466564710398297,-0.04246123672870117
5,0.007790446095503982,2.733891629995576,-0.002487025805749773,-0.020742427692600113,1.0458024254807152,-0.010783936726040706,-0.011426601883517446,0.00039943747131111773,-0.010220153322762429,-0.009429650291320075
6,0.01370739695318603,-0.002078990877928589,0.008055132887625145,-0.015629138376827615,-0.012527906589393895,-0.022060887342024004,1.5177675181225707,-0.00015645840944814737,-0.010859524985049529,-0.0222644263872785
7,-0.008041107571352948,-0.0029373545311019832,0.0010934506755801044,-0.0018514104977915143,-0.0017098471235303917,-0.05623370410575533,0.0010568671692034381,-1.659756125569434,0.005236229063275936,-0.053965192329571476
8,0.018677608745598914,-0.6432694317766756,0.6387967836493401,-0.03237177087666339,-0.02260770028006189,0.6438526079729832,-0.021898287321588314,-0.0068954017633486575,0.6113700187119739,0.004396540888474827
9,-0.23404052314697393,0.005330308179667806,-0.008145054536682272,-0.002472406223573396,0.006332482086980637,-0.021370071637372767,0.0033566059353873044,0.21268562821466863,-0.0018524240743819833,-0.003972116611870786
